,y_plot1,y_plot2,y_plot3,y_plot4,y_plot5,y_plot6,y_plot7
0,200.0,200.0,0.21,0.21,0.20930232558139533,42.0,42.0
1,203.33333333333334,203.33333333333334,0.21,0.21,0.20930232558139533,42.0,42.0
2,206.66666666666666,206.72222222222223,0.2,0.21,0.2079207920792079,42.7,42.7
3,210.0,210.1675925925926,0.18,0.21,0.20588235294117646,41.34444444444445,43.41166666666667
4,213.33333333333334,213.67038580246913,0.26,0.21,0.2032258064516129,37.83016666666666,44.135194444444444
5,216.66666666666666,217.23155889917695,0.28,0.21,0.19999999999999998,55.55430030864198,44.870781018518514
6,220.0,220.8520848808299,0.24,0.21,0.19626168224299065,60.82483649176955,45.618627368827156
7,223.33333333333334,224.53295296217706,0.24,0.21,0.19207317073170732,53.004500371399175,46.37893782497427
8,226.66666666666666,228.27516884488003,0.66,0.21,0.1875,53.887908710922495,47.151920122057184
9,230.0,232.07975499229468,0.22,0.21,0.1826086956521739,150.66161143762082,47.9377854574248
10,233.33333333333331,235.94775090883292,0.5,0.21,0.17746478873239438,51.05754609830483,48.73674854838188
11,236.66666666666666,239.88021342398014,0.42,0.21,0.1721311475409836,117.97387545441646,49.54902769085491
12,240.0,243.87821698104648,0.47,0.21,0.16666666666666666,100.74968963807166,50.37484481903583
